IL60 6067 3149 5605 0712 838,Fuscia,body art,classic,panty,Fuscia,1,17.83,8637,13-Feb-16,31-Dec-99,TRUE
CH70 4769 3PFP RV8I V6IQ N,Turquoise,classic,classic,panty,Turquoise,9,39.1,8328,14-Mar-17,31-Dec-99,TRUE
FI81 7112 0760 3025 31,Crimson,body art,classic,panty,Crimson,2,66.68,9810,30-Jan-17,31-Dec-99,TRUE
TR92 5094 4M29 MUQG KUBG OMRU VB,Orange,basic,classic,panty,Orange,7,32.13,8081,20-Jul-14,31-Dec-99,TRUE
PS43 GSQV RYEI UFL4 4ORC E4QJ SBYZ P,Crimson,body art,classic,panty,Crimson,6,40.75,1935,27-Jun-14,31-Dec-99,TRUE
FR88 0723 5336 540D SKAN 17NB M35,Puce,body art,classic,panty,Orange,4,91.42,7953,31-Jul-17,31-Dec-99,TRUE
CY82 3680 6004 I85A EYMD K0N6 LNOU,Orange,basic,classic,panty,Orange,5,25.22,9592,20-Jul-17,31-Dec-99,TRUE
FR67 9169 7066 93GL 5FGI SMPG E30,Puce,basic,classic,panty,Puce,9,40.59,1817,11-May-12,31-Dec-99,TRUE
SK03 6206 7834 8443 4688 4322,Red,cotton,classic,panty,Red,3,70.61,1177,9-Sep-17,31-Dec-99,TRUE
FO20 6520 0054 1868 63,Indigo,accent,classic,panty,Indigo,8,21.76,1219,1-Jan-17,31-Dec-99,TRUE
SM37 G821 3883 102N CGBK WVIN DRB,Mauv,accent,classic,panty,Mauv,8,94.68,9781,10-Sep-13,31-Dec-99,TRUE
CH81 4481 7QWF XV6Z CJB5 I,Pink,classic,classic,panty,Pink,3,52.56,5847,27-Sep-17,31-Dec-99,TRUE
GR94 9902 189X FCUU FNNC RBL3 OCK,Goldenrod,accent,classic,panty,Goldenrod,9,8.31,5590,28-Nov-14,31-Dec-99,TRUE
NL30 WRTU 2858 8474 58,Violet,basic,classic,panty,Orange,5,21.36,5398,4-Nov-15,31-Dec-99,TRUE
EE29 1447 4089 2015 6428,Pink,basic,classic,panty,Pink,1,14.48,3196,7-Jul-16,31-Dec-99,TRUE
FI21 5139 6147 0166 07,Red,basic,classic,panty,Red,7,83.35,5976,19-May-13,31-Dec-99,TRUE
FR43 1482 9848 35HB 1WBY Y0C7 I00,Indigo,body art,classic,panty,Indigo,5,67.77,7752,18-Jan-13,31-Dec-99,TRUE
FR42 1798 5410 527N P18J OW9I H43,Maroon,cotton,classic,panty,Maroon,7,90.44,9020,22-Jul-15,31-Dec-99,TRUE
FR11 0137 0384 562B GZAI O9YG N80,Aquamarine,classic,classic,panty,Aquamarine,7,26.04,4217,4-Mar-13,31-Dec-99,TRUE
EE18 7942 0478 8499 9325,Violet,body art,classic,panty,Violet,7,75.42,4504,30-Nov-12,31-Dec-99,TRUE
HR51 4861 7802 2021 9057 1,Puce,accent,classic,panty,Puce,3,82.72,1131,27-Oct-15,31-Dec-99,TRUE
TN48 6114 7032 6791 5618 5751,Khaki,cotton,classic,panty,Khaki,9,25.6,4269,30-Jan-15,31-Dec-99,TRUE
SM23 J159 8827 597N P9H3 6ZXS MU8,Aquamarine,cotton,classic,panty,Aquamarine,8,56.89,3770,15-Mar-16,31-Dec-99,TRUE
GB54 DRNR 8598 7199 4407 82,Red,cotton,classic,panty,Red,9,83.69,8111,16-Feb-14,31-Dec-99,TRUE
FR64 6914 2473 86P7 F0HO QDHL I25,Fuscia,classic,classic,panty,Fuscia,3,56.69,3871,12-Sep-12,31-Dec-99,TRUE
FI59 3483 8660 8156 92,Turquoise,classic,classic,panty,Turquoise,3,32.72,5771,20-Apr-17,31-Dec-99,TRUE
FR75 1005 2459 82X2 42FK A5AP R01,Indigo,body art,classic,panty,Indigo,2,34.55,3048,9-Jul-12,31-Dec-99,TRUE
LB11 0385 3EBA JKSK WLYE KDWK DZZN,Khaki,cotton,classic,panty,Khaki,8,58.07,8496,25-Aug-16,31-Dec-99,TRUE
KW12 TVPX YEFM WFVF FJCN 2RK1 L1NY BM,Green,basic,classic,panty,Green,4,32.7,1546,9-Nov-16,31-Dec-99,TRUE
GB94 AMLY 8812 0449 0992 10,Green,body art,classic,panty,Green,5,70.44,8511,1-Apr-13,31-Dec-99,TRUE
FR42 5637 2412 33NZ I421 KBQC Y50,Crimson,classic,classic,panty,Crimson,8,82.15,3620,26-Dec-16,31-Dec-99,TRUE
BR79 5774 0689 0370 6352 2132 929K 7,Mauv,accent,classic,panty,Mauv,3,49.46,5725,4-Oct-14,31-Dec-99,TRUE
FR38 5228 7921 6439 NBC8 LHIM W62,Khaki,classic,classic,panty,Khaki,3,15.81,7317,13-Feb-16,31-Dec-99,TRUE
SA04 76TG FLRR 1JW0 XYDS EXJA,Pink,body art,classic,panty,Pink,3,85.05,6580,5-Mar-15,31-Dec-99,TRUE
HU54 0442 9984 2606 9522 8923 4010,Pink,basic,classic,panty,Pink,8,38.61,9536,10-Sep-15,31-Dec-99,TRUE
GB29 VOSW 4914 7964 8139 38,Goldenrod,body art,classic,panty,Goldenrod,2,59.99,5357,28-Sep-17,31-Dec-99,TRUE
KW53 HDYS N9FM 0WSC MR5R IZL8 MH6S XI,Crimson,accent,classic,panty,Crimson,9,29.81,1171,27-Oct-17,31-Dec-99,TRUE
LB31 7088 QYMP IRZB OQSG Z3ZM CIF5,Blue,body art,classic,panty,Blue,2,44.3,8968,27-Aug-15,31-Dec-99,TRUE
LI87 9033 91VP ONN5 XIS2 W,Khaki,cotton,classic,panty,Khaki,1,58.04,6014,14-Oct-13,31-Dec-99,TRUE
MK33 492G WEET BXJ5 Z12,Puce,classic,classic,panty,Puce,6,11.62,9391,25-May-16,31-Dec-99,TRUE
FR67 0642 0830 65CQ 7EGQ 8Z7Z B98,Indigo,classic,classic,panty,Indigo,1,42.87,9459,20-Sep-12,31-Dec-99,TRUE
SI08 4818 3337 4876 191,Green,basic,classic,panty,Green,3,93.98,7842,30-Jun-12,31-Dec-99,TRUE
